Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags,Cov Num,Date Added
Ready for a long fight against the COVID-19 outbreak: an innovative model of tiered primary health care in Taiwan,"Chang, Brian Bih-Jeng; Chiu, Tai-Yuan",,2020,,BJGP open,,,,,10.3399/bjgpopen20X101068,45150,#42155,Chang 2020,,,42155,09-04-20
Childhood Rheumatic Diseases and COVID-19 Pandemic: An Intriguing Linkage and a New Horizon,"Haşlak, Fatih; Yıldız, Mehmet; Adrovic, Amra; Barut, Kenan; Kasapçopur, Özgür","As it is known, we are all in a pandemic situation due to a novel coronavirus, officially named ""Severe Acute Respiratory Syndrome Coronavirus 2"" and the disease caused by the virus named ""Coronavirus disease-2019"". The virus seems to has propensity to infect older male individuals with underlying disease. The clinical features were on a large scale that varies from being an asymptomatic carrier to acute respiratory distress syndrome and multiorgan dysfunction. Fever, dry cough and fatigue are the most common symptoms. Not only, the disease seems to be rare and have a milder course in pediatric age but also respiratory failure, multiorgan dysfunction, and death are extremely rare. Although several comorbidities such as hypertension, diabetes and cardiovascular diseases are defined as a risk factor for developing the acute respiratory syndrome and need for intensive care; immune-compromised situations such as rheumatic disease which require immunosuppressive treatment strikingly are not found to be a risk factor for more severe disease course. However, there is a lack of data regarding the effects of ""Coronavirus disease-2019"" on pediatric patients with rheumatic diseases. Additionally, there are three controversial circumstances that patients with rheumatic diseases are believed to be more likely to have viral infections like ""Severe Acute Respiratory Syndrome Coronavirus 2"", on the other hand, antirheumatic drugs may have a protective and therapeutic role in Coronavirus disease-2019 and children are more unlikely to have serious disease course. Therefore, we aimed to have a contributor role for explaining this conundrum and present a bird's eye view regarding this equivocal issue in this review.",2020,,Balkan medical journal,,,,,10.4274/balkanmedj.galenos.2020.2020.4.43,45126,#42157,Haşlak 2020,,,42157,09-04-20
Decontamination and Reuse of N95 Respirators with Hydrogen Peroxide Vapor to Address Worldwide Personal Protective Equipment Shortages During the SARS-CoV-2 (COVID-19) Pandemic,"Schwartz, Antony; Stiegel, Matthew; Greeson, Nicole; Vogel, Andrea; Thomann, Wayne; Brown, Monte; Sempowski, Gregory D.; Alderman, Thomas Scott; Condreay, James Patrick; Burch, James; Wolfe, Cameron; Smith, Becky; Lewis, Sarah","The SARS-CoV-2 (COVID-19) pandemic has placed a tremendous amount of strain on resources in the health care setting. One of the most pressing issues is the rapid depletion of personal protective equipment (PPE) used in the care of patients. This is a significant concern for health care workers’ health and safety. Many entities have depleted or soon will exhaust their stockpile of PPE despite adopting PPE-sparing practices as the number of COVID-19 cases in the United States increases at an almost exponential rate and manufacturers struggle to keep up with the worldwide demand. This potential shortage is particularly concerning for commonly used N95 respirators and powered-air purifying respirators (PAPRs). Recently, the US Occupational Safety and Health Administration (OSHA)1 even temporarily suspended the requirement to perform annual fit testing of respirators to allow entities to conserve respirators and preserve them for patient care. These measures are unprecedented and highlight the urgent need for entities to develop solutions to proactively address what could be potentially a grave occupational health issue. At Duke University and Health System, we have evaluated and will begin using hydrogen peroxide vapor to decontaminate and reuse N95 respirators. In this communication, we briefly discuss the decontamination validation process and post-decontamination performance validation conducted at Duke. This validation, which is supported by previous laboratory testing, funded by the US Food and Drug Administration (FDA), demonstrated that N95 respirators still met performance requirements even after decontamination with hydrogen peroxide vapor in the laboratory setting for over 50 times.2 While previous studies have shown the applicability of the hydrogen peroxide vapor process, we have also confirmed that the respirator still functions as designed, using our standardized human N95 fit testing methodology. We will now use this internally validated and Duke Institutional Biosafety Review Committee (IBRC)–approved laboratory decontamination process in the clinical setting to dramatically extend the life of our N95 respirators. We hope that sharing our processes through this brief communication can help other entities with access to hydrogen peroxide vapor to evaluate the potential applicability of this technology at their facility or partner with those who may already have this capability, including other private-sector life science organizations. Process/Method We, like others, have implemented many Centers for Disease Control and Prevention (CDC)–approved N95 reuse practices, including employees reusing their own N95s for the duration of their shifts. However, this alone may not be adequate to meet our anticipated need with various centers reporting multiple-fold higher use of PPE as their caseload increases. In the interest of our workforce safety, the goal was thus to extend the life of our existing supply. Duke University houses one of the National Institute of Allergy and Infectious Diseases (NIAID) Regional Biocontainment Laboratories (RBLs) as part of a nationwide network of high-containment laboratories and has extensive experience with the use of hydrogen peroxide vapor decontamination. In addition, Duke University Health System had past experience with hydrogen peroxide vapor in the clinical setting as part of previous high-consequence pathogen preparedness exercises. The Duke RBL, a biosafety level 3 (BSL-3) facility, contains a room specifically designed to use hydrogen peroxide vapor to decontaminate laboratory equipment and has been operational for over a decade. This room currently uses a Bioquell (Horsham, PA, USA) ClarusTM C system with a 35% hydrogen peroxide solution and distribution system to disperse hydrogen peroxide vapor into the room in a uniform fashion. In addition, we are evaluating the new Bioquell Z-2 and Bioquell ProteQ systems that will provide increased capacity and flexibility to our reprocessing needs. The FDA-funded project, referenced previously, validated the decontaminat on of N95 respirators with hydrogen peroxide vapor for over 50 cycles with the reuse limiting factor being the elastic straps that started to show degradation.2 To address this, we plan to decontaminate and reuse N95s up to 30 cycles with a quality assurance (QA) step to ensure both qualitative and quantitative degradation has not occurred. A cohort of respirators will be decontaminated with every cycle and will be used in standardized quantitative fit testing to ensure the integrity of the respirators is maintained over many decontamination cycles. Procedures Approximately 100 3M (St. Paul, MN, USA) 1860 N95s, previously used in quantitative employee fit testing, were collected and laid out on stainless steel wire racks in our hydrogen peroxide vapor processing room in the RBL. The hydrogen peroxide vapor run consisted of the following 5 stages: conditioning, pregassing, gassing, gassing dwell, and aeration. The existing RBL hydrogen peroxide vapor standard operating procedure (SOP) was employed and requires that the processing room attain a 480+-ppm level of hydrogen peroxide vapor with a “gassing” time of 25 minutes and a “gassing dwell” time of 20 minutes. At the end of a cycle, during the aeration stage, fresh air was introduced into the room to increase the rate of catalytic conversion of hydrogen peroxide vapor into oxygen and water. This procedure leaves no residue other than water. When sufficient time had passed, we used a PortaSens II sensor (Analytical Technology, Inc., Collegeville, PA, USA) to ensure hydrogen peroxide levels were below the OSHA permissible exposure limit3 (PEL) of 1.0 ppm prior to entering the room. In addition, we validated the efficacy of the decontamination process by using 9 individual 6-log biological indicators (Geobacillus stearothermophilus spores). See Figure 1 for representation of the decontamination setup and placement of biological indicators. [truncated]",2020,,Applied Biosafety,,,1535676020919932-1535676020919932,,10.1177/1535676020919932,45204,#42159,Schwartz 2020,,,42159,09-04-20
Management of Cancer Surgery Cases During the COVID-19 Pandemic: Considerations,"Bartlett, David L.; Howe, James R.; Chang, George; Crago, Aimee; Hogg, Melissa; Karakousis, Giorgos; Levine, Edward; Maker, Ajay; Mamounas, Eleftherios; McGuire, Kandace; Merchant, Nipun; Shibata, David; Sohn, Vance; Solorzano, Carmen; Turaga, Kiran; White, Richard; Yang, Anthony; Yoon, Sam",,2020,,Annals of Surgical Oncology,,,01-Apr,,10.1245/s10434-020-08461-2,45209,#42160,Bartlett 2020,,,42160,09-04-20
ANNALS EXPRESS: Electrolyte Imbalances in Patients with Severe Coronavirus Disease 2019 (COVID-19),"Lippi, Giuseppe; South, Andrew Michael; Henry, Brandon Michael",,2020,,Annals of clinical biochemistry,,,4563220922255-4563220922255,,10.1177/0004563220922255,45117,#42161,Lippi 2020,,,42161,09-04-20
Infection control in non-clinical areas during COVID-19 pandemic,"Ling, L.; Wong, W. T.; Wan, W. T. P.; Choi, G.; Joynt, G. M.","Abstract Large numbers of healthcare workers have acquired coronavirus disease (COVID-19) in the workplace [1]. SARS-CoV-2 is easily transmissible as each person with COVID-19 infects approximately 2.2 close contacts, and asymptomatic transmission has been reported [2,3]. SARS-CoV-2 survives in aerosols and on surfaces from hours to days, respectively [4]. Therefore, we believe non-clinical areas are potentially high-risk for transmission between healthcare workers, and often neglected by infection prevention and control protocols. To alert others to this risk and how it may be reduced, we describe our non-clinical workplace infection prevention and control measures that have been modified from those originally developed during the 2003 severe acute respiratory syndrome epidemic [5].",2020,,Anaesthesia,n/a,n/a,,,10.1111/anae.15075,45168,#42162,Ling 2020,,,42162,09-04-20
Battling COVID-19: Critical care and peri-operative healthcare resource management strategies in a tertiary academic medical centre in Singapore,"Lee, C. C. M.; Thampi, S.; Lewin, B.; Lim, T. J. D.; Rippin, B.; Wong, W. H.; Agrawal, R. V.","Summary In December 2019, a cluster of atypical pneumonia cases were reported in Wuhan, China, and a novel coronavirus elucidated as the aetiologic agent. Although most initial cases occurred in China, the disease, termed coronavirus disease 2019 (COVID-19), has become a pandemic and continues to spread rapidly with human-to-human transmission in many countries. This is the third novel coronavirus outbreak in the last two decades and presents an ensuing healthcare resource burden that threatens to overwhelm available healthcare resources. A study of the initial Chinese response has shown that there is a significant positive association between COVID-19 mortality and healthcare resource burden. Based on the Chinese experience, some 19% of COVID-19 cases develop severe or critical disease. This results in a need for adequate preparation and mobilisation of critical care resources to anticipate and adapt to a surge in COVID-19 case-load in order to mitigate morbidity and mortality. In this article we discuss some of the peri-operative and critical care resource planning considerations and management strategies employed in a tertiary academic medical centre in Singapore in response to the COVID-19 outbreak.",2020,,Anaesthesia,n/a,n/a,,,10.1111/anae.15074,45167,#42163,Lee 2020,,,42163,09-04-20
Critically Ill COVID-19 Infected Patients Exhibit Increased Clot Waveform Analysis Parameters Consistent with Hypercoagulability,"Tan, Chuen Wen; Low, Jenny Guek Hong; Wong, Wan Hui; Chua, Ying Ying; Goh, Sher Li; Ng, Heng Joo",,2020,,American journal of hematology,,,,,10.1002/ajh.25822,45103,#42165,Tan 2020,,,42165,09-04-20
Vaso-occlusive Crisis and Acute Chest Syndrome in Sickle Cell Disease due to 2019 Novel Coronavirus Disease (COVID-19),"Nur, E.; Gaartman, A. E.; van Tuijn, C. F. J.; Tang, M. W.; Biemond, B. J.",,2020,,American journal of hematology,,,,,10.1002/ajh.25821,45102,#42166,Nur 2020,,,42166,09-04-20
Nationwide system to centralize decisions around ECMO use for severe COVID-19 pneumonia in Japan,"Takeda, Shinhiro","Abstract The novel coronavirus disease 2019 (COVID-19) is spreading in Japan. The number of patients who need extracorporeal membranous oxygenation (ECMO) is expected to increase, however the clinical characteristics of the patients who require and will benefit from ECMO are unclear.",2020,,Acute Medicine & Surgery,n/a,n/a,,,10.1002/ams2.510,45180,#42167,Takeda 2020,,,42167,09-04-20
"Letter to the Editor Regarding the Viewpoint ""Evidence of the COVID-19 Virus Targeting the CNS: Tissue Distribution, Host-Virus Interaction, and Proposed Neurotropic Mechanism""","Toljan, Karlo",,2020,,ACS chemical neuroscience,,,,,10.1021/acschemneuro.0c00174,45127,#42169,Toljan 2020,,,42169,09-04-20
Continuous Intravenous Anakinra Infusion to Calm the Cytokine Storm in Macrophage Activation Syndrome,"Adam Monteagudo, Luke; Boothby, Aaron; Gertner, Elie","OBJECTIVE: To report the benefit of a therapeutic approach consisting of intravenous continuous anakinra (recombinant human interleukin-1 receptor antagonist) infusions in treating severely ill adult patients with secondary hemophagocytic lymphohistiocytosis/macrophage activation syndrome (sHLH/MAS). METHODS: A retrospective chart review of five patients treated at Regions Hospital from 2016-2019. Demographic, clinical, laboratory characteristics and outcomes were recorded. RESULTS: Continuous IV anakinra infusions up to 2400 mg/day resulted in rapid serologic, then clinical response in 4/5 severely ill patients who were refractory to all other therapies including subcutaneous anakinra. Subsequently, 3/5 have been maintained on anakinra or canakinumab with no recurrence of MAS. CONCLUSION: Continuous infusion of IV anakinra may result in rapid serologic and subsequent clinical improvement in adult patients with MAS. This method for treating cytokine storm should be considered in the current COVID-19 pandemic in the subgroup of patients with severe disease that have a cytokine storm presentation.",2020,,ACR open rheumatology,,,,,10.1002/acr2.11135,45100,#42170,AdamMonteagudo 2020,,,42170,09-04-20
Integrating Domestic Violence Prevention and Mitigation into Global COVID-19 Preparedness and Relief Efforts - blog,"Series, B. M. C.",,2020,,,,,,,,45233,#42171,Series 2020,,,42171,09-04-20
"Coronavirus Q&amp;A With Anthony Fauci, MD | JN Learning | AMA Ed Hub",,,,,,,,,,,45191,#42172,,,,42172,09-04-20
"COVID-19 in the Nuclear Medicine Department, be prepared for ventilation scans as well! [Letter]","Zuckier, Lionel S.; Gordon, Sharon R.","We read with great interest the recent editorial by Huang et al.[1] regarding the unfortunately timely topic of considerations attendant to running a nuclear medicine department in the context of the COVID-19 epidemic, which complements similar work on diagnostic imaging [2] and hospital-wide preparedness [3]. As the pandemic has unfolded in a somewhat sequential manner [4], lessons learned in one geographic domain are of great value to physicians who practice in locations that are earlier on the learning curve. One area of concern which we did not see covered in the comprehensive treatment relates to performance of ventilation scans, a standard component of ventilation/perfusion studies performed to exclude pulmonary embolus [5]. The population of patients who are short-of-breath and considered for pulmonary embolus certainly overlap with individuals who may be suffering effects of COVID-19 infection. Beyond standard methods of decontamination, which are relevant to all patients with suspicion of infection [2,6], is there a specific concern that patients performing ventilation studies will expose others to airborne virus by exhalation into the aerosolization system? Do we need to take any additional precautions to minimize airborne distribution of virus, such as requiring technologists to don respiratory mask to protect against airborne virus? Are there any changes in protocol that we can implement to mitigate risk?",2020,,Nuclear Medicine Communications,41,5,494-495,,,44994,#42185,Zuckier 2020,,,42185,09-04-20
"Hospitalization Rates and Characteristics of Patients Hospitalized with Laboratory-Confirmed Coronavirus Disease 2019 — COVID-NET, 14 States, March 1–30, 2020","Shikha Garg; Lindsay Kim; Michael Whitaker; Alissa O’Halloran; Charisse Cummings; ; Rachel Holstein; Mila Prill; Shua J. Chai; Pam D. Kirley; Nisha B. Alden; Breanna Kawasaki; Kimberly Yousey-Hindes; Linda Niccolai; ; Evan J. Anderson; Kyle P. Openo; ; Andrew Weigel; Maya L. Monroe; Patricia Ryan; Justin Henderson; Sue Kim; Kathy Como-Sabetti; Ruth Lynfield; Daniel Sosin, M; Salina Torres; Alison Muse; Nancy M. Bennett; Laurie Billing; Melissa Sutton; Nicole West; William Schaffner; ; H. Keipp Talbot; Aquino, Clarissa; ; Andrea George; Alicia Budd; Lynnette Brammer; Gayle Langley; Aron J. Hall; ; Alicia Fry",,2020,,Morbidity and Mortality Weekly Report (MMWR),,,,,http://dx.doi.org/10.15585/mmwr.mm6915e3,44985,#42192,ShikhaGarg 2020,,,42192,09-04-20
"Community Transmission of SARS-CoV-2 at Two Family Gatherings — Chicago, Illinois, February–March 2020","Isaac Ghinai; Woods, Susan; Kathleen A. Ritger; Tristan D. McPherson; Stephanie R. Black; Sparrow, Laura; Marielle J. Fricchione; Janna L. Kerins; Massimo Pacilli; Peter S. Ruestow; M. Allison Arwady; ; Suzanne F. Beavers; ; Daniel C. Payne; Hannah L. Kirking; Jennifer E. Layden","What is already known about this topic? Early reports of person-to-person transmission of SARS-CoV-2 have been among household contacts, health care workers, and within congregate living facilities. What is added by this report? Investigation of COVID-19 cases in Chicago identified a cluster of 16 confirmed or probable cases, including three deaths, likely resulting from one introduction. Extended family gatherings including a funeral and a birthday party likely facilitated transmission of SARS-CoV-2 in this cluster. What are the implications for public health practice? U.S. residents should adhere to CDC recommendations for social distancing, avoid gatherings, and follow stay-at-home orders when required by state or local authorities.",2020,,Morbidity and Mortality Weekly Report (MMWR),,,,,http://dx.doi.org/10.15585/mmwr.mm6915e1,44984,#42193,IsaacGhinai 2020,,,42193,09-04-20
"Gold nanoparticle-adjuvanted S protein induces a strong antigen-specific IgG response against severe acute respiratory syndrome-related coronavirus infection, but fails to induce protective antibodies and limit eosinophilic infiltration in lungs","Sekimukai, Hanako; Iwata-Yoshikawa, Naoko; Fukushi, Shuetsu; Tani, Hideki; Kataoka, Michiyo; Suzuki, Tadaki; Hasegawa, Hideki; Niikura, Kenichi; Arai, Katsuhiko; Nagata, Noriyo",,2020,,Microbiology and Immunology,64,1,33-51,,,44979,#42195,Sekimukai 2020,,,42195,09-04-20
"Correction to: Practical indications for the prevention and management of SARS-CoV-2 in ambulatory dialysis patients: lessons from the first phase of the epidemics in Lombardy (Journal of Nephrology, (2020), 10.1007/s40620-020-00727-y)","Rombolà, G.; Heidempergher, M.; Pedrini, L.; Farina, M.; Aucella, F.; Messa, P.; Brunori, G.",The originally published article the co-author name Marco Heidempergher incorrectly spelled as Marco Hedemperger. The correct name given below: Marco Heidempergher. The original article has been corrected.,2020,,Journal of Nephrology,,,,,10.1007/s40620-020-00729-w,44950,#42216,Rombolà 2020,,,42216,09-04-20
Strategies to trace back the origin of COVID-19,"Zhang, Xu; Chen, Xiaoyuan; Zhang, Zhipeng; Roy, Ayan; Shen, Yongyi","In spite of considerable research advancements on SARS-CoV-2, the origin of the virus is yet ambiguous. Chinese authorities originally announced that the first infection case was reported on December 31, 2019, and many of the initial cases were linked directly to Huanan seafood market in Wuhan, in the Hubei province.5 Apart from fish and seafood, the market also sold domestic and wild animals. Thirty-three of the 585 environmental samples collected from the market were found to contain the novel coronavirus, according to China CDC. The hypothesis that the outbreak originated at the market, with its initial transmission from live animals to human beings followed by rapid human-to-human transmission, is suggested to be most likely and convincing.6 However, another recent study claimed that the first patient, diagnosed on December 1, 2019, was never exposed to the market.7 Thus, origin of the disease still remains a puzzle unresolved. Identification and subsequent elimination of the zoonotic source appears to be the most imperative and demanding task at present to prevent further events of viral spillover at the animal-human interface.8 The seafood market was closed on January 1, 2020, and existing animals had been cleaned up, making it very difficult to identify the intermediate hosts. However, tracing the source of the virus might be targeted from the following perspectives:",,,Journal of Infection,,,,,10.1016/j.jinf.2020.03.032,44913,#42245,,,,42245,09-04-20
The Role of Phylogenetic Analysis in Clarifying the Infection Source of a COVID-19 Patient,"Wang, Jann-Tay; Lin, You-Yu; Chang, Sui-Yuan; Yeh, Shiou-Hwei; Hu, Bor-Hsian; Chen, Pei-Jer; Chang, Shan-Chwen","This 66-year-old Taiwanese woman was well before. She traveled to Dubai from January 29 to February 10, 2020, and Egypt from February 11 to February 21, 2020. When she stayed in Egypt, she ever participated an eight-day tourism on a Nile cruise boat. She returned to Taiwan via an international airline on February 21, 2020. She began to suffer from general malaise, myalgia, cold sweating, productive cough, and sore throat since February 18, 2020. She reported that there were another 16 persons in the same tourism group had similar symptoms at that time. Her symptoms persisted despite medication, prescribed on February 21 by a local medical doctor. On February. 26, the cough exacerbated, and she developed chest tightness, abdominal upset and vomiting. She visited the Department of Emergency of a teaching hospital in Taipei on February 28. No fever was noted during her disease course. In the context of her travel history and prominent respiratory symptoms, a nasopharyngeal swab was taken for test of SARS-CoV-2 by real-time reverse transcription-polymerase chain reaction (RT-PCR), and the result was positive. She was then transferred to a negative-pressure isolation room as a case of COVID-19. The most interesting point of this patient is where she contracted her COVID-19. By history, she is more likely to contract SARS-CoV-2 infection while travelling abroad. However, despite that the median incubation period of COVID-19 was 5.1 days, it might be as long as more than three weeks in some extreme cases.6,7 Therefore, an argument that she got the infection while she was in Taiwan couldn't be excluded completely",,,Journal of Infection,,,,,10.1016/j.jinf.2020.03.031,44912,#42246,,,,42246,09-04-20
Characteristics of health worker fatality in China during the outbreak of COVID-19 infection,"Li, Wei; Zhang, Jie; Xiao, Shifu; Sun, Lin","We retrieved information on 24 deceased cases of health workers based on official reports from governmental institutes, as well as reports from news sites. Information available on public data included gender, age, cause of death, location city, date of disease onset, date of admission, date of death, and hospital levels they worked. We grouped cases into three groups based on the cause of death, which included COVID-19 infection, sudden death, and traffic accident groups. Mann-Whitney U test was applied to compare continuous variables because the data was non-normal distribution, and Fisher exact test was used for categorical variables because the data number was limited.",,,Journal of Infection,,,,,10.1016/j.jinf.2020.03.030,44911,#42247,,,,42247,09-04-20
SAA is a biomarker to distinguish the severity and prognosis of Coronavirus Disease 2019 (COVID-19),"Li, Huan; Xiang, Xiaochen; Ren, Hongwei; Xu, Lingli; Zhao, Lisha; Chen, Xiaoqiong; Long, Hui; Wang, Qiang; Wu, Qingming",,,,Journal of Infection,,,,,10.1016/j.jinf.2020.03.035,44910,#42248,,,,42248,09-04-20
Highlights of the May issue,"Mancia, Giuseppe",,2020,,Journal of Hypertension,38,5,779-780,00004872-202005000-00001,10.1097/hjh.0000000000002425,44909,#42249,Mancia 2020,,,42249,09-04-20
"What’s Important: Weathering the COVID-19 Crisis: Time for Leadership, Vigilance, and Unity","Halawi, Mohamad J.; Wang, Daniel D.; Hunt, Thomas R. III",,9000,,JBJS,Latest Articles,,,00004623-900000000-99771,10.2106/jbjs.20.00419,44903,#42251,Halawi 9000,,,42251,09-04-20
"Survey of COVID-19 Disease Among Orthopaedic Surgeons in Wuhan, People’s Republic of China","Guo, Xiaodong; Wang, Jiedong; Hu, Dong; Wu, Lisha; Gu, Li; Wang, Yang; Zhao, Jingjing; Zeng, Lian; Zhang, Jianduan; Wu, Yongchao","Background: Coronavirus disease 2019 (COVID-19) broke out in Wuhan, the People’s Republic of China, in December 2019 and now is a pandemic all around the world. Some orthopaedic surgeons in Wuhan were infected with COVID-19. Methods: We conducted a survey to identify the orthopaedic surgeons who were infected with COVID-19 in Wuhan. A self-administered questionnaire was distributed to collect information such as social demographic variables, clinical manifestations, exposure history, awareness of the outbreak, infection control training provided by hospitals, and individual protection practices. To further explore the possible risk factors at the individual level, a 1:2 matched case-control study was conducted. Results: A total of 26 orthopaedic surgeons from 8 hospitals in Wuhan were identified as having COVID-19. The incidence in each hospital varied from 1.5% to 20.7%. The onset of symptoms was from January 13 to February 5, 2020, and peaked on January 23, 8 days prior to the peak of the public epidemic. The suspected sites of exposure were general wards (79.2%), public places at the hospital (20.8%), operating rooms (12.5%), the intensive care unit (4.2%), and the outpatient clinic (4.2%). There was transmission from these doctors to others in 25% of cases, including to family members (20.8%), to colleagues (4.2%), to patients (4.2%), and to friends (4.2%). Participation in real-time training on prevention measures was found to have a protective effect against COVID-19 (odds ratio [OR], 0.12). Not wearing an N95 respirator was found to be a risk factor (OR, 5.20 [95% confidence interval (CI), 1.09 to 25.00]). Wearing respirators or masks all of the time was found to be protective (OR, 0.15). Severe fatigue was found to be a risk factor (OR, 4 [95% CI, 1 to 16]) for infection with COVID-19. Conclusions: Orthopaedic surgeons are at risk during the COVID-19 pandemic. Common places of work could be contaminated. Orthopaedic surgeons have to be more vigilant and take more precautions to avoid infection with COVID-19. Level of Evidence: Diagnostic Level IV. See Instructions for Authors for a complete description of levels of evidence. Email address for J. Zhang: jd_zh@hust.edu.cn Email address for Y. Wu: wuyongchao@hotmail.com Investigation performed at Union Hospital, Huazhong University of Science and Technology, Wuhan, People’s Republic of China * Xiaodong Guo, MD, PhD and Jiedong Wang, MD, contributed equally to this work. Disclosure: The authors indicated that no external funding was received for any aspect of this work. The Disclosure of Potential Conflicts of Interest forms are provided with the online version of the article (http://links.lww.com/JBJS/F827). Copyright 2020 by The Journal of Bone and Joint Surgery, Incorporated",9000,,JBJS,Latest Articles,,,00004623-900000000-99770,10.2106/jbjs.20.00417,44902,#42252,Guo 9000,,,42252,09-04-20
What’s Important: Facing Fear in the Time of COVID-19,"Dyer, George S.M.; Harris, Mitchel B.",,9000,,JBJS,Latest Articles,,,00004623-900000000-99773,10.2106/jbjs.20.00469,44901,#42253,Dyer 9000,,,42253,09-04-20
Quantifying the Risk of SARS-CoV-2 Transmission in the United States,"Ahc, Media","In the United States, the rate of symptomatic transmission of SARS-CoV-2 to contacts was only 0.45%, but was 10.5% in household contacts; there were tertiary symptomatic transmissions. However, since only symptomatic individuals underwent testing, the actual overall rate of transmission with or without resultant symptomatic illness is likely to be higher., (C) 2020 AHC Media LLC.",2020,,Infectious Disease Alert,39,374,0,,,44877,#42271,Ahc 2020,,,42271,09-04-20
Pharmacotherapy Considerations for COVID-19,"Ahc, Media","This article provides a brief summary of selected pharmacotherapy options proposed for COVID-19., (C) 2020 AHC Media LLC.",2020,,Infectious Disease Alert,39,374,0,,,44876,#42272,Ahc 2020,,,42272,09-04-20
Competing endogenous RNA network profiling reveals novel host dependency factors required for MERS-CoV propagation,"Zhang, X.; Chu, H.; Wen, L.; Shuai, H.; Yang, D.; Wang, Y.; Hou, Y.; Zhu, Z.; Yuan, S.; Yin, F.; Chan, J. F. W.; Yuen, K. Y.","Circular RNAs (circRNAs) are an integral component of the host competitive endogenous RNA (ceRNA) network. These noncoding RNAs are characterized by their unique splicing reactions to form covalently closed loop structures and play important RNA regulatory roles in cells. Recent studies showed that circRNA expressions were perturbed in viral infections and circRNAs might serve as potential antiviral targets. We investigated the host ceRNA network changes and biological relevance of circRNAs in human lung adenocarcinoma epithelial (Calu-3) cells infected with the highly pathogenic Middle East respiratory syndrome coronavirus (MERS-CoV). A total of ≥49337 putative circRNAs were predicted. Among the 7845 genes which generated putative circRNAs, 147 (1.9%) of them each generated ≥30 putative circRNAs and were involved in various biological, cellular, and metabolic processes, including viral infections. Differential expression (DE) analysis showed that the proportion of DE circRNAs significantly (P < 0.001) increased at 24 h-post infection. These DE circRNAs were clustered into 4 groups according to their time-course expression patterns and demonstrated inter-cluster and intra-cluster variations in the predicted functions of their host genes. Our comprehensive circRNA-miRNA-mRNA network identified 7 key DE circRNAs involved in various biological processes upon MERS-CoV infection. Specific siRNA knockdown of two selected DE circRNAs (circFNDC3B and circCNOT1) significantly reduced MERS-CoV load and their target mRNA expression which modulates various biological pathways, including the mitogen-activated protein kinase (MAPK) and ubiquitination pathways. These results provided novel insights into the ceRNA network perturbations, biological relevance of circRNAs, and potential host-targeting antiviral strategies for MERS-CoV infection.",2020,,Emerging microbes & infections,9,1,733-746,,10.1080/22221751.2020.1738277,44862,#42285,Zhang 2020,,,42285,09-04-20
What we know so far: COVID-19 current clinical knowledge and research,"Lake, Mary A. Wellcome Trust clinical research training fellow A.","In December 2019, health authorities in Wuhan, China, identified a cluster of pneumonia cases of unknown aetiology linked to the city's South China Seafood Market. Subsequent investigations revealed a novel coronavirus, SARS-CoV-2, as the causative agent now at the heart of a major outbreak. The rising case numbers have been accompanied by unprecedented public health action, including the wholesale isolation of Wuhan. Alongside this has been a robust scientific response, including early publication of the pathogen genome, and rapid development of highly specific diagnostics. This article will review the new knowledge of SARS-CoV-2 COVID-19 acute respiratory disease, and summarise its clinical features., Copyright Notice (C) 2020 Royal College of Physicians",2020,,Clinical Medicine,20,2,124-127,,,44844,#42292,Lake 2020,,,42292,09-04-20
